drug_name	drug_id	chembl_id	atc_code	atc_level1	atc_level1_desc
INCLISIRAN	DRUG:INCLISIRAN	CHEMBL3990033	C10AX16	C	Cardiovascular system
TENELIGLIPTIN	DRUG:TENELIGLIPTIN	CHEMBL2147777	A10BH08	A	Alimentary tract and metabolism
OPICAPONE	DRUG:OPICAPONE	CHEMBL1089318	N04BX04	N	Nervous system
REMDESIVIR	DRUG:REMDESIVIR	CHEMBL4065616	J05AB16	J	Antiinfectives for systemic use
VOXELOTOR	DRUG:VOXELOTOR	CHEMBL4101807	B06AX03	B	Blood and blood forming organs
RITLECITINIB	DRUG:RITLECITINIB	CHEMBL4085457	L04AF08	L	Antineoplastic and immunomodulating agents
PIFLUFOLASTAT F18	DRUG:PIFLUFOLASTAT F18	CHEMBL4297334	V09IX16	V	Various
BEGELOMAB	DRUG:BEGELOMAB	CHEMBL3833357	L04AG07	L	Antineoplastic and immunomodulating agents
AMRUBICIN	DRUG:AMRUBICIN	CHEMBL1186894	L01DB10	L	Antineoplastic and immunomodulating agents
SOTAGLIFLOZIN	DRUG:SOTAGLIFLOZIN	CHEMBL3039507	A10BK06	A	Alimentary tract and metabolism
VALBENAZINE	DRUG:VALBENAZINE	CHEMBL2364639	N07XX13	N	Nervous system
TELOTRISTAT	DRUG:TELOTRISTAT	CHEMBL2103855	A16AX15	A	Alimentary tract and metabolism
PIXANTRONE	DRUG:PIXANTRONE	CHEMBL167731	L01DB11	L	Antineoplastic and immunomodulating agents
ULIPRISTAL	DRUG:ULIPRISTAL	CHEMBL2103846	G03AD02	G	Genito-urinary system and sex hormones
AVATROMBOPAG	DRUG:AVATROMBOPAG	CHEMBL2103883	B02BX08	B	Blood and blood forming organs
NAVITOCLAX	DRUG:NAVITOCLAX	CHEMBL443684	L01XX78	L	Antineoplastic and immunomodulating agents
TOFERSEN	DRUG:TOFERSEN	CHEMBL3833346	N07XX22	N	Nervous system
ZAVEGEPANT	DRUG:ZAVEGEPANT	CHEMBL2397415	N02CD08	N	Nervous system
CETYLPYRIDINIUM	DRUG:CETYLPYRIDINIUM	CHEMBL305906	D08AJ03	D	Dermatologicals
CETYLPYRIDINIUM	DRUG:CETYLPYRIDINIUM	CHEMBL305906	R02AA06	R	Respiratory system
CITICOLINE	DRUG:CITICOLINE	CHEMBL1231700	N06BX06	N	Nervous system
CILTACABTAGENE AUTOLEUCEL	DRUG:CILTACABTAGENE AUTOLEUCEL	CHEMBL4802263	L01XL05	L	Antineoplastic and immunomodulating agents
APRACLONIDINE	DRUG:APRACLONIDINE	CHEMBL647	S01EA03	S	Sensory organs
PHENYLBUTAZONE	DRUG:PHENYLBUTAZONE	CHEMBL101	M02AA01	M	Musculo-skeletal system
ACRIVASTINE	DRUG:ACRIVASTINE	CHEMBL1224	R06AX18	R	Respiratory system
DIENESTROL	DRUG:DIENESTROL	CHEMBL1018	G03CC02	G	Genito-urinary system and sex hormones
MEPROBAMATE	DRUG:MEPROBAMATE	CHEMBL979	N05CX01	N	Nervous system
BIRCH TRITERPENES	DRUG:BIRCH TRITERPENES	CHEMBL4650246	D03AX13	D	Dermatologicals
CISAPRIDE	DRUG:CISAPRIDE	CHEMBL1729	A03FA02	A	Alimentary tract and metabolism
TETANUS ANTITOXIN	DRUG:TETANUS ANTITOXIN	CHEMBL2108107	J06AA02	J	Antiinfectives for systemic use
TETRAZEPAM	DRUG:TETRAZEPAM	CHEMBL2105527	M03BX07	M	Musculo-skeletal system
PHENACETIN	DRUG:PHENACETIN	CHEMBL16073	N02BE73	N	Nervous system
PROPYPHENAZONE	DRUG:PROPYPHENAZONE	CHEMBL28318	N02BB74	N	Nervous system
BALSALAZIDE	DRUG:BALSALAZIDE	CHEMBL1201346	A07EC04	A	Alimentary tract and metabolism
ETHYL LOFLAZEPATE	DRUG:ETHYL LOFLAZEPATE	CHEMBL1213460	N05BA18	N	Nervous system
SALICYLAMIDE	DRUG:SALICYLAMIDE	CHEMBL27577	N02BA75	N	Nervous system
PINAVERIUM	DRUG:PINAVERIUM	CHEMBL1909324	A03AX04	A	Alimentary tract and metabolism
SECOBARBITAL	DRUG:SECOBARBITAL	CHEMBL447	N05CA06	N	Nervous system
BENZALKONIUM	DRUG:BENZALKONIUM	CHEMBL1187417	D09AA11	D	Dermatologicals
CEFCAPENE	DRUG:CEFCAPENE	CHEMBL582912	J01DD17	J	Antiinfectives for systemic use
DEXCHLORPHENIRAMINE	DRUG:DEXCHLORPHENIRAMINE	CHEMBL1201353	R06AB52	R	Respiratory system
DISTIGMINE	DRUG:DISTIGMINE	CHEMBL1199307	N07AA03	N	Nervous system
TROPATEPINE	DRUG:TROPATEPINE	CHEMBL2107294	N04AA12	N	Nervous system
ASFOTASE ALFA	DRUG:ASFOTASE ALFA	CHEMBL2108311	A16AB13	A	Alimentary tract and metabolism
VIBEGRON	DRUG:VIBEGRON	CHEMBL2107826	G04BD15	G	Genito-urinary system and sex hormones
SEMAGLUTIDE	DRUG:SEMAGLUTIDE	CHEMBL2108724	A10BJ06	A	Alimentary tract and metabolism
INFIGRATINIB	DRUG:INFIGRATINIB	CHEMBL1852688	L01EN03	L	Antineoplastic and immunomodulating agents
RELUGOLIX	DRUG:RELUGOLIX	CHEMBL1800159	L02BX04	L	Antineoplastic and immunomodulating agents
PALOVAROTENE	DRUG:PALOVAROTENE	CHEMBL2105648	M09AX11	M	Musculo-skeletal system
ELAFIBRANOR	DRUG:ELAFIBRANOR	CHEMBL3707395	A05AX06	A	Alimentary tract and metabolism
SELADELPAR	DRUG:SELADELPAR	CHEMBL230158	A05AX07	A	Alimentary tract and metabolism
BRENTUXIMAB VEDOTIN	DRUG:BRENTUXIMAB VEDOTIN	CHEMBL1742994	L01FX05	L	Antineoplastic and immunomodulating agents
SILTUXIMAB	DRUG:SILTUXIMAB	CHEMBL1743070	L04AC11	L	Antineoplastic and immunomodulating agents
CENEGERMIN	DRUG:CENEGERMIN	CHEMBL4297852	S01XA24	S	Sensory organs
LISOCABTAGENE MARALEUCEL	DRUG:LISOCABTAGENE MARALEUCEL	CHEMBL4297236	L01XL08	L	Antineoplastic and immunomodulating agents
ONASEMNOGENE ABEPARVOVEC	DRUG:ONASEMNOGENE ABEPARVOVEC	CHEMBL4297240	M09AX09	M	Musculo-skeletal system
DANICOPAN	DRUG:DANICOPAN	CHEMBL4250860	L04AJ09	L	Antineoplastic and immunomodulating agents
MOBOCERTINIB	DRUG:MOBOCERTINIB	CHEMBL4650319	L01EB10	L	Antineoplastic and immunomodulating agents
AVALGLUCOSIDASE ALFA	DRUG:AVALGLUCOSIDASE ALFA	CHEMBL4594320	A16AB22	A	Alimentary tract and metabolism
ETILEFRINE	DRUG:ETILEFRINE	CHEMBL86882	C01CA51	C	Cardiovascular system
PEGCETACOPLAN	DRUG:PEGCETACOPLAN	CHEMBL4298211	S01XA31	S	Sensory organs
NIVOLUMAB	DRUG:NIVOLUMAB	CHEMBL2108738	L01FF01	L	Antineoplastic and immunomodulating agents
INFLIXIMAB	DRUG:INFLIXIMAB	CHEMBL1201581	L04AB02	L	Antineoplastic and immunomodulating agents
DUPILUMAB	DRUG:DUPILUMAB	CHEMBL2108675	D11AH05	D	Dermatologicals
DABRAFENIB	DRUG:DABRAFENIB	CHEMBL2028663	L01EC02	L	Antineoplastic and immunomodulating agents
PILOCARPINE	DRUG:PILOCARPINE	CHEMBL550	S01EB01	S	Sensory organs
PILOCARPINE	DRUG:PILOCARPINE	CHEMBL550	S01EB51	S	Sensory organs
CARISOPRODOL	DRUG:CARISOPRODOL	CHEMBL1233	M03BA52	M	Musculo-skeletal system
FONDAPARINUX	DRUG:FONDAPARINUX	CHEMBL1201202	B01AX05	B	Blood and blood forming organs
TAZOBACTAM	DRUG:TAZOBACTAM	CHEMBL404	J01CG02	J	Antiinfectives for systemic use
MIGLUSTAT	DRUG:MIGLUSTAT	CHEMBL1029	A16AX06	A	Alimentary tract and metabolism
ACYCLOVIR	DRUG:ACYCLOVIR	CHEMBL184	D06BB03	D	Dermatologicals
CLOTRIMAZOLE	DRUG:CLOTRIMAZOLE	CHEMBL104	D01AC01	D	Dermatologicals
GANCICLOVIR	DRUG:GANCICLOVIR	CHEMBL182	J05AB06	J	Antiinfectives for systemic use
OXYMETAZOLINE	DRUG:OXYMETAZOLINE	CHEMBL762	R01AB07	R	Respiratory system
LOPERAMIDE	DRUG:LOPERAMIDE	CHEMBL841	A07DA53	A	Alimentary tract and metabolism
VISMODEGIB	DRUG:VISMODEGIB	CHEMBL473417	L01XJ01	L	Antineoplastic and immunomodulating agents
CIPROFLOXACIN	DRUG:CIPROFLOXACIN	CHEMBL8	S02AA15	S	Sensory organs
ROFLUMILAST	DRUG:ROFLUMILAST	CHEMBL193240	D05AX06	D	Dermatologicals
PREDNISONE	DRUG:PREDNISONE	CHEMBL635	A07EA03	A	Alimentary tract and metabolism
PREDNISONE	DRUG:PREDNISONE	CHEMBL635	H02AB07	H	Systemic hormonal preparations
PERMETHRIN	DRUG:PERMETHRIN	CHEMBL1525	P03AC54	P	Antiparasitic products
ERGOCALCIFEROL	DRUG:ERGOCALCIFEROL	CHEMBL1536	A11CC01	A	Alimentary tract and metabolism
CLIOQUINOL	DRUG:CLIOQUINOL	CHEMBL497	D08AH30	D	Dermatologicals
BENDROFLUMETHIAZIDE	DRUG:BENDROFLUMETHIAZIDE	CHEMBL1684	C03AA01	C	Cardiovascular system
BUSULFAN	DRUG:BUSULFAN	CHEMBL820	L01AB01	L	Antineoplastic and immunomodulating agents
CARBON MONOXIDE	DRUG:CARBON MONOXIDE	CHEMBL1231840	V04CX08	V	Various
ELVITEGRAVIR	DRUG:ELVITEGRAVIR	CHEMBL204656	J05AJ02	J	Antiinfectives for systemic use
FLIBANSERIN	DRUG:FLIBANSERIN	CHEMBL231068	G02CX02	G	Genito-urinary system and sex hormones
POLIDOCANOL	DRUG:POLIDOCANOL	CHEMBL6067961	C05BB02	C	Cardiovascular system
OXYBUTYNIN	DRUG:OXYBUTYNIN	CHEMBL1231	G04BD04	G	Genito-urinary system and sex hormones
OXAZEPAM	DRUG:OXAZEPAM	CHEMBL568	N05BA04	N	Nervous system
CHLOROQUINE	DRUG:CHLOROQUINE	CHEMBL76	P01BA01	P	Antiparasitic products
OXANDROLONE	DRUG:OXANDROLONE	CHEMBL1200436	A14AA08	A	Alimentary tract and metabolism
RILUZOLE	DRUG:RILUZOLE	CHEMBL744	N07XX02	N	Nervous system
CAPECITABINE	DRUG:CAPECITABINE	CHEMBL1773	L01BC06	L	Antineoplastic and immunomodulating agents
PENTAZOCINE	DRUG:PENTAZOCINE	CHEMBL100116	N02AD01	N	Nervous system
TRETINOIN	DRUG:TRETINOIN	CHEMBL38	D10AD01	D	Dermatologicals
TADALAFIL	DRUG:TADALAFIL	CHEMBL779	G04BE08	G	Genito-urinary system and sex hormones
NITROGLYCERIN	DRUG:NITROGLYCERIN	CHEMBL730	C01DA02	C	Cardiovascular system
TIGECYCLINE	DRUG:TIGECYCLINE	CHEMBL376140	J01AA12	J	Antiinfectives for systemic use
CELECOXIB	DRUG:CELECOXIB	CHEMBL118	L01XX33	L	Antineoplastic and immunomodulating agents
ESCITALOPRAM	DRUG:ESCITALOPRAM	CHEMBL1508	N06AB10	N	Nervous system
BUDESONIDE	DRUG:BUDESONIDE	CHEMBL1370	R01AD05	R	Respiratory system
KETOCONAZOLE	DRUG:KETOCONAZOLE	CHEMBL157101	J02AB02	J	Antiinfectives for systemic use
PALIPERIDONE	DRUG:PALIPERIDONE	CHEMBL1621	N05AX13	N	Nervous system
INTERFERON ALFA-2A	DRUG:INTERFERON ALFA-2A	CHEMBL2108508	L03AB04	L	Antineoplastic and immunomodulating agents
SULPIRIDE	DRUG:SULPIRIDE	CHEMBL26	N05AL01	N	Nervous system
ROMIPLOSTIM	DRUG:ROMIPLOSTIM	CHEMBL1201832	B02BX04	B	Blood and blood forming organs
ISOFLURANE	DRUG:ISOFLURANE	CHEMBL1256	N01AB06	N	Nervous system
LEUCOVORIN CALCIUM	DRUG:LEUCOVORIN CALCIUM	CHEMBL1201138	V03AF03	V	Various
FLUORESCEIN	DRUG:FLUORESCEIN	CHEMBL1057	S01JA01	S	Sensory organs
CEPHALEXIN	DRUG:CEPHALEXIN	CHEMBL1200544	J01DB01	J	Antiinfectives for systemic use
CYCLOSPORINE	DRUG:CYCLOSPORINE	CHEMBL160	L04AD01	L	Antineoplastic and immunomodulating agents
TEMAZEPAM	DRUG:TEMAZEPAM	CHEMBL967	N05CD07	N	Nervous system
PANTOPRAZOLE	DRUG:PANTOPRAZOLE	CHEMBL1502	A02BC02	A	Alimentary tract and metabolism
AGALSIDASE ALFA	DRUG:AGALSIDASE ALFA	CHEMBL2108214	A16AB03	A	Alimentary tract and metabolism
SALICYLIC ACID	DRUG:SALICYLIC ACID	CHEMBL424	D01AE12	D	Dermatologicals
SULFAMETHIZOLE	DRUG:SULFAMETHIZOLE	CHEMBL1191	B05CA04	B	Blood and blood forming organs
TOPIRAMATE	DRUG:TOPIRAMATE	CHEMBL220492	N03AX11	N	Nervous system
AMPHOTERICIN B	DRUG:AMPHOTERICIN B	CHEMBL267345	G01AA03	G	Genito-urinary system and sex hormones
MINOXIDIL	DRUG:MINOXIDIL	CHEMBL802	C02DC01	C	Cardiovascular system
MINOXIDIL	DRUG:MINOXIDIL	CHEMBL802	D11AX01	D	Dermatologicals
OMEGA-3-ACID ETHYL ESTERS	DRUG:OMEGA-3-ACID ETHYL ESTERS	CHEMBL1200711	C10AX06	C	Cardiovascular system
ISOSORBIDE DINITRATE	DRUG:ISOSORBIDE DINITRATE	CHEMBL6622	C01DA08	C	Cardiovascular system
ISOSORBIDE DINITRATE	DRUG:ISOSORBIDE DINITRATE	CHEMBL6622	C01DA58	C	Cardiovascular system
AMISULPRIDE	DRUG:AMISULPRIDE	CHEMBL243712	N05AL05	N	Nervous system
CYCLOSERINE	DRUG:CYCLOSERINE	CHEMBL771	J04AB01	J	Antiinfectives for systemic use
CLOFAZIMINE	DRUG:CLOFAZIMINE	CHEMBL1292	J04BA01	J	Antiinfectives for systemic use
DESFLURANE	DRUG:DESFLURANE	CHEMBL1200733	N01AB07	N	Nervous system
BORIC ACID	DRUG:BORIC ACID	CHEMBL42403	S02AA03	S	Sensory organs
EPLERENONE	DRUG:EPLERENONE	CHEMBL1095097	C03DA04	C	Cardiovascular system
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	C05AA09	C	Cardiovascular system
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	D07XB05	D	Dermatologicals
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	H02AB02	H	Systemic hormonal preparations
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	S01BA01	S	Sensory organs
DIFLUCORTOLONE	DRUG:DIFLUCORTOLONE	CHEMBL509924	D07XC04	D	Dermatologicals
YELLOW FEVER VACCINE	DRUG:YELLOW FEVER VACCINE	CHEMBL2108816	J07BL01	J	Antiinfectives for systemic use
GADOTERIDOL	DRUG:GADOTERIDOL	CHEMBL1200593	V08CA04	V	Various
AMINOSALICYLIC ACID	DRUG:AMINOSALICYLIC ACID	CHEMBL1169	J04AA01	J	Antiinfectives for systemic use
HYDROGEN PEROXIDE	DRUG:HYDROGEN PEROXIDE	CHEMBL71595	S02AA06	S	Sensory organs
PYRAZINAMIDE	DRUG:PYRAZINAMIDE	CHEMBL614	J04AK01	J	Antiinfectives for systemic use
OLODATEROL	DRUG:OLODATEROL	CHEMBL605846	R03AC19	R	Respiratory system
PASIREOTIDE	DRUG:PASIREOTIDE	CHEMBL3349607	H01CB05	H	Systemic hormonal preparations
BREXPIPRAZOLE	DRUG:BREXPIPRAZOLE	CHEMBL2105760	N05AX16	N	Nervous system
MUPIROCIN	DRUG:MUPIROCIN	CHEMBL719	R01AX06	R	Respiratory system
NORFLOXACIN	DRUG:NORFLOXACIN	CHEMBL9	S01AE02	S	Sensory organs
METRONIDAZOLE	DRUG:METRONIDAZOLE	CHEMBL137	J01XD01	J	Antiinfectives for systemic use
TIPEPIDINE	DRUG:TIPEPIDINE	CHEMBL1899506	R05DB24	R	Respiratory system
OMEPRAZOLE	DRUG:OMEPRAZOLE	CHEMBL1503	A02BC01	A	Alimentary tract and metabolism
MICONAZOLE	DRUG:MICONAZOLE	CHEMBL91	D01AC02	D	Dermatologicals
HYPROMELLOSE	DRUG:HYPROMELLOSE	CHEMBL2108956	S01KA02	S	Sensory organs
CIMETIDINE	DRUG:CIMETIDINE	CHEMBL30	A02BA01	A	Alimentary tract and metabolism
BISACODYL	DRUG:BISACODYL	CHEMBL942	A06AB52	A	Alimentary tract and metabolism
LORAZEPAM	DRUG:LORAZEPAM	CHEMBL580	N05BA06	N	Nervous system
FOLIC ACID	DRUG:FOLIC ACID	CHEMBL1622	B03BB01	B	Blood and blood forming organs
FOLIC ACID	DRUG:FOLIC ACID	CHEMBL1622	B03BB51	B	Blood and blood forming organs
FLUOXETINE	DRUG:FLUOXETINE	CHEMBL41	N06AB03	N	Nervous system
MANNITOL	DRUG:MANNITOL	CHEMBL689	V04CX04	V	Various
CALCITRIOL	DRUG:CALCITRIOL	CHEMBL846	D05AX03	D	Dermatologicals
PHENYTOIN	DRUG:PHENYTOIN	CHEMBL16	N03AB52	N	Nervous system
PINDOLOL	DRUG:PINDOLOL	CHEMBL500	C07AA03	C	Cardiovascular system
METHOXSALEN	DRUG:METHOXSALEN	CHEMBL416	D05AD02	D	Dermatologicals
METHYLTESTOSTERONE	DRUG:METHYLTESTOSTERONE	CHEMBL1395	G03EK01	G	Genito-urinary system and sex hormones
NIFEDIPINE	DRUG:NIFEDIPINE	CHEMBL193	C08CA55	C	Cardiovascular system
FLUTICASONE PROPIONATE	DRUG:FLUTICASONE PROPIONATE	CHEMBL1473	R01AD58	R	Respiratory system
FLURBIPROFEN	DRUG:FLURBIPROFEN	CHEMBL563	R02AX01	R	Respiratory system
CLEVIDIPINE	DRUG:CLEVIDIPINE	CHEMBL1237132	C08CA16	C	Cardiovascular system
TETRACYCLINE	DRUG:TETRACYCLINE	CHEMBL1440	J01AA07	J	Antiinfectives for systemic use
CEFIXIME	DRUG:CEFIXIME	CHEMBL1541	J01DD08	J	Antiinfectives for systemic use
INDOMETHACIN	DRUG:INDOMETHACIN	CHEMBL6	M01AB01	M	Musculo-skeletal system
LYNESTRENOL	DRUG:LYNESTRENOL	CHEMBL2107431	G03DC03	G	Genito-urinary system and sex hormones
RIFAMYCIN	DRUG:RIFAMYCIN	CHEMBL437765	S01AA16	S	Sensory organs
OLANZAPINE	DRUG:OLANZAPINE	CHEMBL715	N05AH03	N	Nervous system
CINNARIZINE	DRUG:CINNARIZINE	CHEMBL43064	N07CA52	N	Nervous system
HISTRELIN	DRUG:HISTRELIN	CHEMBL1201255	L02AE05	L	Antineoplastic and immunomodulating agents
ASCORBIC ACID	DRUG:ASCORBIC ACID	CHEMBL196	A11GA01	A	Alimentary tract and metabolism
ASCORBIC ACID	DRUG:ASCORBIC ACID	CHEMBL196	S01XA15	S	Sensory organs
CICLOPIROX	DRUG:CICLOPIROX	CHEMBL1413	G01AX12	G	Genito-urinary system and sex hormones
CODEINE	DRUG:CODEINE	CHEMBL485	R05DA04	R	Respiratory system
ERAVACYCLINE	DRUG:ERAVACYCLINE	CHEMBL1951095	J01AA13	J	Antiinfectives for systemic use
STAVUDINE	DRUG:STAVUDINE	CHEMBL991	J05AF04	J	Antiinfectives for systemic use
METHOHEXITAL	DRUG:METHOHEXITAL	CHEMBL7413	N05CA15	N	Nervous system
POVIDONE-IODINE	DRUG:POVIDONE-IODINE	CHEMBL1201724	D11AC06	D	Dermatologicals
PARICALCITOL	DRUG:PARICALCITOL	CHEMBL1200622	H05BX02	H	Systemic hormonal preparations
ZOLMITRIPTAN	DRUG:ZOLMITRIPTAN	CHEMBL1185	N02CC03	N	Nervous system
SPIRONOLACTONE	DRUG:SPIRONOLACTONE	CHEMBL1393	C03DA01	C	Cardiovascular system
SAPROPTERIN	DRUG:SAPROPTERIN	CHEMBL1201774	A16AX07	A	Alimentary tract and metabolism
LACTULOSE	DRUG:LACTULOSE	CHEMBL296306	A06AD61	A	Alimentary tract and metabolism
LORNOXICAM	DRUG:LORNOXICAM	CHEMBL1569487	M01AC05	M	Musculo-skeletal system
TROPISETRON	DRUG:TROPISETRON	CHEMBL56564	A04AA03	A	Alimentary tract and metabolism
HYDROXYZINE	DRUG:HYDROXYZINE	CHEMBL896	N05BB51	N	Nervous system
AMLODIPINE	DRUG:AMLODIPINE	CHEMBL1491	C08CA01	C	Cardiovascular system
POLYMYXIN B	DRUG:POLYMYXIN B	CHEMBL5314354	S01AA18	S	Sensory organs
ANAGRELIDE	DRUG:ANAGRELIDE	CHEMBL760	L01XX35	L	Antineoplastic and immunomodulating agents
ADEMETIONINE	DRUG:ADEMETIONINE	CHEMBL1088977	A16AA02	A	Alimentary tract and metabolism
RUXOLITINIB	DRUG:RUXOLITINIB	CHEMBL1789941	L01EJ01	L	Antineoplastic and immunomodulating agents
MIGALASTAT	DRUG:MIGALASTAT	CHEMBL110458	A16AX14	A	Alimentary tract and metabolism
SOFOSBUVIR	DRUG:SOFOSBUVIR	CHEMBL1259059	J05AP08	J	Antiinfectives for systemic use
CETIRIZINE	DRUG:CETIRIZINE	CHEMBL1000	S01GX12	S	Sensory organs
PROCAINAMIDE	DRUG:PROCAINAMIDE	CHEMBL640	C01BA02	C	Cardiovascular system
TICLOPIDINE	DRUG:TICLOPIDINE	CHEMBL833	B01AC05	B	Blood and blood forming organs
DOFETILIDE	DRUG:DOFETILIDE	CHEMBL473	C01BD04	C	Cardiovascular system
BELINOSTAT	DRUG:BELINOSTAT	CHEMBL408513	L01XH04	L	Antineoplastic and immunomodulating agents
HYALURONIDASE	DRUG:HYALURONIDASE	CHEMBL1201636	B06AA03	B	Blood and blood forming organs
PALONOSETRON	DRUG:PALONOSETRON	CHEMBL1189679	A04AA05	A	Alimentary tract and metabolism
OLOPATADINE	DRUG:OLOPATADINE	CHEMBL1189432	S01GX09	S	Sensory organs
XYLOMETAZOLINE	DRUG:XYLOMETAZOLINE	CHEMBL312448	R01AB06	R	Respiratory system
XYLOMETAZOLINE	DRUG:XYLOMETAZOLINE	CHEMBL312448	S01GA03	S	Sensory organs
IRINOTECAN	DRUG:IRINOTECAN	CHEMBL481	L01CE02	L	Antineoplastic and immunomodulating agents
ALOGLIPTIN	DRUG:ALOGLIPTIN	CHEMBL376359	A10BH04	A	Alimentary tract and metabolism
GUANFACINE	DRUG:GUANFACINE	CHEMBL862	C02AC02	C	Cardiovascular system
REBAMIPIDE	DRUG:REBAMIPIDE	CHEMBL1697771	A02BX14	A	Alimentary tract and metabolism
ACETYLCYSTEINE	DRUG:ACETYLCYSTEINE	CHEMBL600	V03AB23	V	Various
NORTRIPTYLINE	DRUG:NORTRIPTYLINE	CHEMBL445	N06AA10	N	Nervous system
BLEOMYCIN	DRUG:BLEOMYCIN	CHEMBL6067492	L01DC01	L	Antineoplastic and immunomodulating agents
PERGOLIDE	DRUG:PERGOLIDE	CHEMBL531	N04BC02	N	Nervous system
FLUPHENAZINE	DRUG:FLUPHENAZINE	CHEMBL726	N05AB02	N	Nervous system
KETOTIFEN	DRUG:KETOTIFEN	CHEMBL534	S01GX08	S	Sensory organs
DULOXETINE	DRUG:DULOXETINE	CHEMBL1175	N06AX21	N	Nervous system
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	C05AD01	C	Cardiovascular system
THROMBIN	DRUG:THROMBIN	CHEMBL2108110	B02BC06	B	Blood and blood forming organs
DAPTOMYCIN	DRUG:DAPTOMYCIN	CHEMBL387675	J01XX09	J	Antiinfectives for systemic use
CORTICOTROPIN	DRUG:CORTICOTROPIN	CHEMBL1201610	H01AA01	H	Systemic hormonal preparations
SULBACTAM	DRUG:SULBACTAM	CHEMBL403	J01CG01	J	Antiinfectives for systemic use
BROMPHENIRAMINE	DRUG:BROMPHENIRAMINE	CHEMBL811	R06AB01	R	Respiratory system
BRIMONIDINE	DRUG:BRIMONIDINE	CHEMBL844	D11AX21	D	Dermatologicals
DEXTROAMPHETAMINE	DRUG:DEXTROAMPHETAMINE	CHEMBL612	N06BA02	N	Nervous system
TRIPTORELIN	DRUG:TRIPTORELIN	CHEMBL1201334	L02AE04	L	Antineoplastic and immunomodulating agents
AZATHIOPRINE	DRUG:AZATHIOPRINE	CHEMBL1542	L04AX01	L	Antineoplastic and immunomodulating agents
ESTRADIOL	DRUG:ESTRADIOL	CHEMBL135	G03CA03	G	Genito-urinary system and sex hormones
TROPICAMIDE	DRUG:TROPICAMIDE	CHEMBL1200604	S01FA56	S	Sensory organs
NEMOLIZUMAB	DRUG:NEMOLIZUMAB	CHEMBL4297794	D11AH12	D	Dermatologicals
RETIFANLIMAB	DRUG:RETIFANLIMAB	CHEMBL4298037	L01FF10	L	Antineoplastic and immunomodulating agents
NAXITAMAB	DRUG:NAXITAMAB	CHEMBL4297984	L01FX21	L	Antineoplastic and immunomodulating agents
TIZANIDINE	DRUG:TIZANIDINE	CHEMBL1079	M03BX02	M	Musculo-skeletal system
LOMUSTINE	DRUG:LOMUSTINE	CHEMBL514	L01AD02	L	Antineoplastic and immunomodulating agents
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	C05AX06	C	Cardiovascular system
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	R01AB01	R	Respiratory system
RIFAXIMIN	DRUG:RIFAXIMIN	CHEMBL1617	A07AA11	A	Alimentary tract and metabolism
DISULFIRAM	DRUG:DISULFIRAM	CHEMBL964	N07BB01	N	Nervous system
BOSUTINIB	DRUG:BOSUTINIB	CHEMBL288441	L01EA04	L	Antineoplastic and immunomodulating agents
CICLESONIDE	DRUG:CICLESONIDE	CHEMBL2040682	R01AD13	R	Respiratory system
VINCRISTINE	DRUG:VINCRISTINE	CHEMBL90555	L01CA02	L	Antineoplastic and immunomodulating agents
APOMORPHINE	DRUG:APOMORPHINE	CHEMBL53	G04BE07	G	Genito-urinary system and sex hormones
MAGNESIUM OXIDE	DRUG:MAGNESIUM OXIDE	CHEMBL1200572	A06AD02	A	Alimentary tract and metabolism
MEPERIDINE	DRUG:MEPERIDINE	CHEMBL607	N02AB72	N	Nervous system
NORETHINDRONE	DRUG:NORETHINDRONE	CHEMBL1162	G03AC01	G	Genito-urinary system and sex hormones
CEFACLOR	DRUG:CEFACLOR	CHEMBL1201018	J01DC04	J	Antiinfectives for systemic use
NEOSTIGMINE	DRUG:NEOSTIGMINE	CHEMBL278020	N07AA51	N	Nervous system
DEXPANTHENOL	DRUG:DEXPANTHENOL	CHEMBL1200979	S01XA12	S	Sensory organs
GEFITINIB	DRUG:GEFITINIB	CHEMBL939	L01EB01	L	Antineoplastic and immunomodulating agents
ALLOPURINOL	DRUG:ALLOPURINOL	CHEMBL1467	M04AA51	M	Musculo-skeletal system
NITROPRUSSIDE	DRUG:NITROPRUSSIDE	CHEMBL2097081	C02DD01	C	Cardiovascular system
DIOSMIN	DRUG:DIOSMIN	CHEMBL231884	C05CA03	C	Cardiovascular system
ERLOTINIB	DRUG:ERLOTINIB	CHEMBL553	L01EB02	L	Antineoplastic and immunomodulating agents
PRAZOSIN	DRUG:PRAZOSIN	CHEMBL2	C02CA01	C	Cardiovascular system
CLOMETHIAZOLE	DRUG:CLOMETHIAZOLE	CHEMBL315795	N05CX04	N	Nervous system
NATAMYCIN	DRUG:NATAMYCIN	CHEMBL1200656	G01AA02	G	Genito-urinary system and sex hormones
HYDROCORTISONE	DRUG:HYDROCORTISONE	CHEMBL389621	S02BA01	S	Sensory organs
