drug_name	drug_id	chembl_id	atc_code	atc_level1	atc_level1_desc
DIMETHYL SULFOXIDE	DRUG:DIMETHYL SULFOXIDE	CHEMBL504	M02AX03	M	Musculo-skeletal system
ORNIDAZOLE	DRUG:ORNIDAZOLE	CHEMBL1449676	J01XD03	J	Antiinfectives for systemic use
DELAVIRDINE	DRUG:DELAVIRDINE	CHEMBL593	J05AG02	J	Antiinfectives for systemic use
HYALURONIC ACID	DRUG:HYALURONIC ACID	CHEMBL5314376	S01KA51	S	Sensory organs
ITRACONAZOLE	DRUG:ITRACONAZOLE	CHEMBL64391	J02AC02	J	Antiinfectives for systemic use
VILDAGLIPTIN	DRUG:VILDAGLIPTIN	CHEMBL142703	A10BH02	A	Alimentary tract and metabolism
CIPROFLOXACIN	DRUG:CIPROFLOXACIN	CHEMBL8	S01AE03	S	Sensory organs
INTERFERON BETA	DRUG:INTERFERON BETA	CHEMBL2108510	L03AB02	L	Antineoplastic and immunomodulating agents
LEVOCARNITINE	DRUG:LEVOCARNITINE	CHEMBL1149	A16AA01	A	Alimentary tract and metabolism
VERAPAMIL	DRUG:VERAPAMIL	CHEMBL6966	C08DA51	C	Cardiovascular system
TRAMETINIB	DRUG:TRAMETINIB	CHEMBL2103875	L01EE01	L	Antineoplastic and immunomodulating agents
RILMENIDINE	DRUG:RILMENIDINE	CHEMBL289480	C02AC06	C	Cardiovascular system
MINOCYCLINE	DRUG:MINOCYCLINE	CHEMBL1434	J01AA08	J	Antiinfectives for systemic use
OXITRIPTAN	DRUG:OXITRIPTAN	CHEMBL350221	N06AX01	N	Nervous system
ISOPROPYL ALCOHOL	DRUG:ISOPROPYL ALCOHOL	CHEMBL582	D08AX05	D	Dermatologicals
PREGABALIN	DRUG:PREGABALIN	CHEMBL1059	N02BF02	N	Nervous system
CLIOQUINOL	DRUG:CLIOQUINOL	CHEMBL497	G01AC02	G	Genito-urinary system and sex hormones
ADENOSINE	DRUG:ADENOSINE	CHEMBL477	C01EB10	C	Cardiovascular system
ASPIRIN	DRUG:ASPIRIN	CHEMBL25	N02BA71	N	Nervous system
DAPSONE	DRUG:DAPSONE	CHEMBL1043	D10AX05	D	Dermatologicals
PENICILLIN G	DRUG:PENICILLIN G	CHEMBL29	S01AA14	S	Sensory organs
CAFFEINE	DRUG:CAFFEINE	CHEMBL113	D11AX26	D	Dermatologicals
FENOTEROL	DRUG:FENOTEROL	CHEMBL32800	R03AC04	R	Respiratory system
PROPOFOL	DRUG:PROPOFOL	CHEMBL526	N01AX10	N	Nervous system
UREA	DRUG:UREA	CHEMBL985	B05BC02	B	Blood and blood forming organs
UREA	DRUG:UREA	CHEMBL985	D02AE51	D	Dermatologicals
TORSEMIDE	DRUG:TORSEMIDE	CHEMBL1148	C03CA04	C	Cardiovascular system
COCAINE	DRUG:COCAINE	CHEMBL370805	R02AD03	R	Respiratory system
AMPICILLIN	DRUG:AMPICILLIN	CHEMBL174	S01AA19	S	Sensory organs
CEFOXITIN	DRUG:CEFOXITIN	CHEMBL996	J01DC01	J	Antiinfectives for systemic use
AMPRENAVIR	DRUG:AMPRENAVIR	CHEMBL116	J05AE05	J	Antiinfectives for systemic use
BENDAMUSTINE	DRUG:BENDAMUSTINE	CHEMBL487253	L01AA09	L	Antineoplastic and immunomodulating agents
BENFLUOREX	DRUG:BENFLUOREX	CHEMBL400599	A10BX06	A	Alimentary tract and metabolism
ACETAMINOPHEN	DRUG:ACETAMINOPHEN	CHEMBL112	N02BE71	N	Nervous system
BETA CAROTENE	DRUG:BETA CAROTENE	CHEMBL1293	A11CA02	A	Alimentary tract and metabolism
FLUOCINOLONE ACETONIDE	DRUG:FLUOCINOLONE ACETONIDE	CHEMBL989	C05AA10	C	Cardiovascular system
ROPINIROLE	DRUG:ROPINIROLE	CHEMBL589	N04BC04	N	Nervous system
PLECANATIDE	DRUG:PLECANATIDE	CHEMBL2103867	A06AX07	A	Alimentary tract and metabolism
LETROZOLE	DRUG:LETROZOLE	CHEMBL1444	L02BG04	L	Antineoplastic and immunomodulating agents
DIFLUNISAL	DRUG:DIFLUNISAL	CHEMBL898	N02BA11	N	Nervous system
GLYCINE	DRUG:GLYCINE	CHEMBL773	B05CX03	B	Blood and blood forming organs
FLUORESCEIN	DRUG:FLUORESCEIN	CHEMBL1057	S01JA51	S	Sensory organs
RETINOL	DRUG:RETINOL	CHEMBL986	R01AX02	R	Respiratory system
CITALOPRAM	DRUG:CITALOPRAM	CHEMBL549	N06AB04	N	Nervous system
CLEMASTINE	DRUG:CLEMASTINE	CHEMBL1626	D04AA14	D	Dermatologicals
VELAGLUCERASE ALFA	DRUG:VELAGLUCERASE ALFA	CHEMBL1201865	A16AB10	A	Alimentary tract and metabolism
TALIGLUCERASE ALFA	DRUG:TALIGLUCERASE ALFA	CHEMBL1964120	A16AB11	A	Alimentary tract and metabolism
LEVOMEPROMAZINE	DRUG:LEVOMEPROMAZINE	CHEMBL1764	N05AA02	N	Nervous system
CANRENONE	DRUG:CANRENONE	CHEMBL1463345	C03DA03	C	Cardiovascular system
SULFAMETHIZOLE	DRUG:SULFAMETHIZOLE	CHEMBL1191	J01EB02	J	Antiinfectives for systemic use
GALANTAMINE	DRUG:GALANTAMINE	CHEMBL659	N06DA04	N	Nervous system
HEXETIDINE	DRUG:HEXETIDINE	CHEMBL144673	A01AB12	A	Alimentary tract and metabolism
DOXERCALCIFEROL	DRUG:DOXERCALCIFEROL	CHEMBL1200810	H05BX03	H	Systemic hormonal preparations
BERAPROST	DRUG:BERAPROST	CHEMBL1207745	B01AC19	B	Blood and blood forming organs
CLONIDINE	DRUG:CLONIDINE	CHEMBL134	N02CX02	N	Nervous system
CLONIDINE	DRUG:CLONIDINE	CHEMBL134	S01EA04	S	Sensory organs
COLCHICINE	DRUG:COLCHICINE	CHEMBL107	M04AC01	M	Musculo-skeletal system
DARIFENACIN	DRUG:DARIFENACIN	CHEMBL1346	G04BD10	G	Genito-urinary system and sex hormones
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	D07AB19	D	Dermatologicals
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	D10AA03	D	Dermatologicals
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	S01CB01	S	Sensory organs
GOSERELIN	DRUG:GOSERELIN	CHEMBL1201247	L02AE03	L	Antineoplastic and immunomodulating agents
HYDROGEN PEROXIDE	DRUG:HYDROGEN PEROXIDE	CHEMBL71595	D08AX01	D	Dermatologicals
ISONIAZID	DRUG:ISONIAZID	CHEMBL64	J04AC01	J	Antiinfectives for systemic use
NORFLOXACIN	DRUG:NORFLOXACIN	CHEMBL9	J01MA06	J	Antiinfectives for systemic use
METRONIDAZOLE	DRUG:METRONIDAZOLE	CHEMBL137	P01AB01	P	Antiparasitic products
GEMIFLOXACIN	DRUG:GEMIFLOXACIN	CHEMBL430	J01MA15	J	Antiinfectives for systemic use
MICONAZOLE	DRUG:MICONAZOLE	CHEMBL91	A07AC01	A	Alimentary tract and metabolism
PROGESTERONE	DRUG:PROGESTERONE	CHEMBL103	G03DA04	G	Genito-urinary system and sex hormones
CALCIUM DOBESILATE	DRUG:CALCIUM DOBESILATE	CHEMBL2106191	C05BX51	C	Cardiovascular system
FOSFOMYCIN	DRUG:FOSFOMYCIN	CHEMBL1757	J01XX01	J	Antiinfectives for systemic use
CHLORAL HYDRATE	DRUG:CHLORAL HYDRATE	CHEMBL455917	N05CC01	N	Nervous system
CHLOROTHIAZIDE	DRUG:CHLOROTHIAZIDE	CHEMBL842	C03AH01	C	Cardiovascular system
BISACODYL	DRUG:BISACODYL	CHEMBL942	A06AG02	A	Alimentary tract and metabolism
CALCIUM ACETATE	DRUG:CALCIUM ACETATE	CHEMBL1200800	V03AE07	V	Various
CYPROTERONE ACETATE	DRUG:CYPROTERONE ACETATE	CHEMBL139835	G03HA01	G	Genito-urinary system and sex hormones
LIOTHYRONINE SODIUM	DRUG:LIOTHYRONINE SODIUM	CHEMBL1201119	H03AA02	H	Systemic hormonal preparations
MANNITOL	DRUG:MANNITOL	CHEMBL689	R05CB16	R	Respiratory system
IOBITRIDOL	DRUG:IOBITRIDOL	CHEMBL2107212	V08AB11	V	Various
APREMILAST	DRUG:APREMILAST	CHEMBL514800	L04AA32	L	Antineoplastic and immunomodulating agents
IOVERSOL	DRUG:IOVERSOL	CHEMBL1200614	V08AB07	V	Various
NIACIN	DRUG:NIACIN	CHEMBL573	C10AD52	C	Cardiovascular system
RIVASTIGMINE	DRUG:RIVASTIGMINE	CHEMBL636	N06DA03	N	Nervous system
OSELTAMIVIR	DRUG:OSELTAMIVIR	CHEMBL1229	J05AH02	J	Antiinfectives for systemic use
ADAPALENE	DRUG:ADAPALENE	CHEMBL1265	D10AD03	D	Dermatologicals
TINIDAZOLE	DRUG:TINIDAZOLE	CHEMBL1220	J01XD02	J	Antiinfectives for systemic use
MOMETASONE FUROATE	DRUG:MOMETASONE FUROATE	CHEMBL1161	R03BA07	R	Respiratory system
THEOPHYLLINE	DRUG:THEOPHYLLINE	CHEMBL1355736	R03DA54	R	Respiratory system
FLURBIPROFEN	DRUG:FLURBIPROFEN	CHEMBL563	M01AE09	M	Musculo-skeletal system
AZITHROMYCIN	DRUG:AZITHROMYCIN	CHEMBL529	S01AA26	S	Sensory organs
PRAZIQUANTEL	DRUG:PRAZIQUANTEL	CHEMBL976	P02BA01	P	Antiparasitic products
TELAPREVIR	DRUG:TELAPREVIR	CHEMBL231813	J05AP02	J	Antiinfectives for systemic use
APIXABAN	DRUG:APIXABAN	CHEMBL231779	B01AF02	B	Blood and blood forming organs
BECAPLERMIN	DRUG:BECAPLERMIN	CHEMBL1201556	D03AX06	D	Dermatologicals
MECASERMIN	DRUG:MECASERMIN	CHEMBL1201716	H01AC03	H	Systemic hormonal preparations
SEVOFLURANE	DRUG:SEVOFLURANE	CHEMBL1200694	N01AB08	N	Nervous system
ZONISAMIDE	DRUG:ZONISAMIDE	CHEMBL750	N03AX15	N	Nervous system
DIENOGEST	DRUG:DIENOGEST	CHEMBL1201864	G03DB08	G	Genito-urinary system and sex hormones
SAFINAMIDE	DRUG:SAFINAMIDE	CHEMBL396778	N04BD03	N	Nervous system
LORATADINE	DRUG:LORATADINE	CHEMBL998	R06AX13	R	Respiratory system
METHYLPHENIDATE	DRUG:METHYLPHENIDATE	CHEMBL796	N06BA04	N	Nervous system
FAMOTIDINE	DRUG:FAMOTIDINE	CHEMBL902	A02BA53	A	Alimentary tract and metabolism
ETHIONAMIDE	DRUG:ETHIONAMIDE	CHEMBL1441	J04AD03	J	Antiinfectives for systemic use
EMPAGLIFLOZIN	DRUG:EMPAGLIFLOZIN	CHEMBL2107830	A10BK03	A	Alimentary tract and metabolism
TRIAMCINOLONE	DRUG:TRIAMCINOLONE	CHEMBL1451	A01AC01	A	Alimentary tract and metabolism
MEGESTROL ACETATE	DRUG:MEGESTROL ACETATE	CHEMBL1201139	G03AC05	G	Genito-urinary system and sex hormones
PLERIXAFOR	DRUG:PLERIXAFOR	CHEMBL18442	L03AX16	L	Antineoplastic and immunomodulating agents
QUINAPRIL	DRUG:QUINAPRIL	CHEMBL1592	C09AA06	C	Cardiovascular system
LANTHANUM CARBONATE	DRUG:LANTHANUM CARBONATE	CHEMBL2096647	V03AE03	V	Various
POVIDONE-IODINE	DRUG:POVIDONE-IODINE	CHEMBL1201724	D08AG02	D	Dermatologicals
POVIDONE-IODINE	DRUG:POVIDONE-IODINE	CHEMBL1201724	R02AA15	R	Respiratory system
POVIDONE-IODINE	DRUG:POVIDONE-IODINE	CHEMBL1201724	S01AX18	S	Sensory organs
CHLORTHALIDONE	DRUG:CHLORTHALIDONE	CHEMBL1055	C03BA04	C	Cardiovascular system
ESTAZOLAM	DRUG:ESTAZOLAM	CHEMBL285674	N05CD04	N	Nervous system
FLUNISOLIDE	DRUG:FLUNISOLIDE	CHEMBL1512	R01AD04	R	Respiratory system
FLUNISOLIDE	DRUG:FLUNISOLIDE	CHEMBL1512	R03BA03	R	Respiratory system
VALSARTAN	DRUG:VALSARTAN	CHEMBL1069	C09CA03	C	Cardiovascular system
AFATINIB	DRUG:AFATINIB	CHEMBL1173655	L01EB03	L	Antineoplastic and immunomodulating agents
HYDROXYZINE	DRUG:HYDROXYZINE	CHEMBL896	N05BB01	N	Nervous system
ELTROMBOPAG	DRUG:ELTROMBOPAG	CHEMBL461101	B02BX05	B	Blood and blood forming organs
ERIBULIN	DRUG:ERIBULIN	CHEMBL1683590	L01XX41	L	Antineoplastic and immunomodulating agents
PROMETHAZINE	DRUG:PROMETHAZINE	CHEMBL643	R06AD02	R	Respiratory system
EFLORNITHINE	DRUG:EFLORNITHINE	CHEMBL830	L01XX79	L	Antineoplastic and immunomodulating agents
EFLORNITHINE	DRUG:EFLORNITHINE	CHEMBL830	P01CX03	P	Antiparasitic products
TERAZOSIN	DRUG:TERAZOSIN	CHEMBL611	G04CA03	G	Genito-urinary system and sex hormones
APREPITANT	DRUG:APREPITANT	CHEMBL1471	A04AD12	A	Alimentary tract and metabolism
BOSENTAN	DRUG:BOSENTAN	CHEMBL957	C02KX01	C	Cardiovascular system
EFAVIRENZ	DRUG:EFAVIRENZ	CHEMBL223228	J05AG03	J	Antiinfectives for systemic use
RUXOLITINIB	DRUG:RUXOLITINIB	CHEMBL1789941	D11AH09	D	Dermatologicals
CHLORAMPHENICOL	DRUG:CHLORAMPHENICOL	CHEMBL130	D10AF03	D	Dermatologicals
CHLORAMPHENICOL	DRUG:CHLORAMPHENICOL	CHEMBL130	J01BA01	J	Antiinfectives for systemic use
SIBUTRAMINE	DRUG:SIBUTRAMINE	CHEMBL1419	A08AA10	A	Alimentary tract and metabolism
BENZYDAMINE	DRUG:BENZYDAMINE	CHEMBL12610	R02AX03	R	Respiratory system
ERGOTAMINE	DRUG:ERGOTAMINE	CHEMBL442	N02CA52	N	Nervous system
CHLORHEXIDINE	DRUG:CHLORHEXIDINE	CHEMBL790	S03AA04	S	Sensory organs
PIOGLITAZONE	DRUG:PIOGLITAZONE	CHEMBL595	A10BG03	A	Alimentary tract and metabolism
XYLOMETAZOLINE	DRUG:XYLOMETAZOLINE	CHEMBL312448	R01AA07	R	Respiratory system
ROCURONIUM BROMIDE	DRUG:ROCURONIUM BROMIDE	CHEMBL1200648	M03AC09	M	Musculo-skeletal system
EPROSARTAN	DRUG:EPROSARTAN	CHEMBL813	C09CA02	C	Cardiovascular system
TETRACAINE	DRUG:TETRACAINE	CHEMBL698	N01BA03	N	Nervous system
LEVAMISOLE	DRUG:LEVAMISOLE	CHEMBL1454	P02CE01	P	Antiparasitic products
RABEPRAZOLE	DRUG:RABEPRAZOLE	CHEMBL1219	A02BC54	A	Alimentary tract and metabolism
ROSUVASTATIN	DRUG:ROSUVASTATIN	CHEMBL1496	C10AA07	C	Cardiovascular system
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	S02DA01	S	Sensory organs
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	R03AK01	R	Respiratory system
DEFEROXAMINE	DRUG:DEFEROXAMINE	CHEMBL556	V03AC01	V	Various
LIXISENATIDE	DRUG:LIXISENATIDE	CHEMBL2108336	A10BJ03	A	Alimentary tract and metabolism
PENTOXIFYLLINE	DRUG:PENTOXIFYLLINE	CHEMBL628	C04AD03	C	Cardiovascular system
AMBROXOL	DRUG:AMBROXOL	CHEMBL153479	R02AD05	R	Respiratory system
BIVALIRUDIN	DRUG:BIVALIRUDIN	CHEMBL5314348	B01AE06	B	Blood and blood forming organs
ZALEPLON	DRUG:ZALEPLON	CHEMBL1521	N05CF03	N	Nervous system
HETASTARCH	DRUG:HETASTARCH	CHEMBL2108448	B05AA07	B	Blood and blood forming organs
METHADONE	DRUG:METHADONE	CHEMBL651	N07BC02	N	Nervous system
SERTRALINE	DRUG:SERTRALINE	CHEMBL809	N06AB06	N	Nervous system
ISOPROTERENOL	DRUG:ISOPROTERENOL	CHEMBL434	R03AB02	R	Respiratory system
ISOPROTERENOL	DRUG:ISOPROTERENOL	CHEMBL434	R03CB01	R	Respiratory system
DIPHENHYDRAMINE	DRUG:DIPHENHYDRAMINE	CHEMBL657	R06AA02	R	Respiratory system
ESMOLOL	DRUG:ESMOLOL	CHEMBL768	C07AB09	C	Cardiovascular system
FOSINOPRIL	DRUG:FOSINOPRIL	CHEMBL3039598	C09AA09	C	Cardiovascular system
SCOPOLAMINE	DRUG:SCOPOLAMINE	CHEMBL569713	A04AD51	A	Alimentary tract and metabolism
SCOPOLAMINE	DRUG:SCOPOLAMINE	CHEMBL569713	N05CM05	N	Nervous system
MELOXICAM	DRUG:MELOXICAM	CHEMBL599	M01AC06	M	Musculo-skeletal system
OXALIPLATIN	DRUG:OXALIPLATIN	CHEMBL414804	L01XA03	L	Antineoplastic and immunomodulating agents
AURANOFIN	DRUG:AURANOFIN	CHEMBL1366	M01CB03	M	Musculo-skeletal system
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	A01AC54	A	Alimentary tract and metabolism
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	S01BA04	S	Sensory organs
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	S01CB02	S	Sensory organs
GLATIRAMER ACETATE	DRUG:GLATIRAMER ACETATE	CHEMBL1201507	L03AX13	L	Antineoplastic and immunomodulating agents
SODIUM NITRITE	DRUG:SODIUM NITRITE	CHEMBL93268	V03AB08	V	Various
FLUOCINONIDE	DRUG:FLUOCINONIDE	CHEMBL1501	D07AC08	D	Dermatologicals
CIDOFOVIR	DRUG:CIDOFOVIR	CHEMBL5314375	J05AB12	J	Antiinfectives for systemic use
TROPICAMIDE	DRUG:TROPICAMIDE	CHEMBL1200604	S01FA06	S	Sensory organs
TENOXICAM	DRUG:TENOXICAM	CHEMBL302795	M01AC02	M	Musculo-skeletal system
IMEGLIMIN	DRUG:IMEGLIMIN	CHEMBL4297514	A10BX15	A	Alimentary tract and metabolism
LONCASTUXIMAB TESIRINE	DRUG:LONCASTUXIMAB TESIRINE	CHEMBL4297778	L01FX22	L	Antineoplastic and immunomodulating agents
CRIZANLIZUMAB	DRUG:CRIZANLIZUMAB	CHEMBL4297734	B06AX01	B	Blood and blood forming organs
AMIVANTAMAB	DRUG:AMIVANTAMAB	CHEMBL4297774	L01FX18	L	Antineoplastic and immunomodulating agents
ELRANATAMAB	DRUG:ELRANATAMAB	CHEMBL4297809	L01FX32	L	Antineoplastic and immunomodulating agents
.ALPHA.1-PROTEINASE INHIBITOR HUMAN	DRUG:.ALPHA.1-PROTEINASE INHIBITOR HUMAN	CHEMBL4297879	B02AB02	B	Blood and blood forming organs
TEBENTAFUSP	DRUG:TEBENTAFUSP	CHEMBL4297990	L01XX75	L	Antineoplastic and immunomodulating agents
GLOFITAMAB	DRUG:GLOFITAMAB	CHEMBL4298092	L01FX28	L	Antineoplastic and immunomodulating agents
PEGINTERFERON ALFA-2B	DRUG:PEGINTERFERON ALFA-2B	CHEMBL1201561	L03AB60	L	Antineoplastic and immunomodulating agents
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	C01CA06	C	Cardiovascular system
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	S01GA55	S	Sensory organs
NILOTINIB	DRUG:NILOTINIB	CHEMBL255863	L01EA03	L	Antineoplastic and immunomodulating agents
ALBUTEROL	DRUG:ALBUTEROL	CHEMBL714	R03AC02	R	Respiratory system
ALBUTEROL	DRUG:ALBUTEROL	CHEMBL714	R03CC02	R	Respiratory system
DIAZOXIDE	DRUG:DIAZOXIDE	CHEMBL181	C02DA01	C	Cardiovascular system
TRIMETHOPRIM	DRUG:TRIMETHOPRIM	CHEMBL22	J01EA01	J	Antiinfectives for systemic use
METHIMAZOLE	DRUG:METHIMAZOLE	CHEMBL1515	H03BB02	H	Systemic hormonal preparations
CLOMIPRAMINE	DRUG:CLOMIPRAMINE	CHEMBL415	N06AA04	N	Nervous system
OFLOXACIN	DRUG:OFLOXACIN	CHEMBL4	S01AE01	S	Sensory organs
BACITRACIN	DRUG:BACITRACIN	CHEMBL1200558	R02AB04	R	Respiratory system
MEPERIDINE	DRUG:MEPERIDINE	CHEMBL607	N02AB02	N	Nervous system
BUPROPION	DRUG:BUPROPION	CHEMBL894	N06AX12	N	Nervous system
GLUCOSAMINE	DRUG:GLUCOSAMINE	CHEMBL493287	M01AX05	M	Musculo-skeletal system
NORETHINDRONE	DRUG:NORETHINDRONE	CHEMBL1162	G03DC02	G	Genito-urinary system and sex hormones
DEXPANTHENOL	DRUG:DEXPANTHENOL	CHEMBL1200979	A11HA30	A	Alimentary tract and metabolism
HYDROCHLOROTHIAZIDE	DRUG:HYDROCHLOROTHIAZIDE	CHEMBL435	C03AA03	C	Cardiovascular system
FUSIDIC ACID	DRUG:FUSIDIC ACID	CHEMBL374975	D09AA02	D	Dermatologicals
AMSACRINE	DRUG:AMSACRINE	CHEMBL43	L01XX01	L	Antineoplastic and immunomodulating agents
FUMARIC ACID	DRUG:FUMARIC ACID	CHEMBL503160	D05AX01	D	Dermatologicals
LEFLUNOMIDE	DRUG:LEFLUNOMIDE	CHEMBL960	L04AK01	L	Antineoplastic and immunomodulating agents
CALCIUM CARBONATE	DRUG:CALCIUM CARBONATE	CHEMBL1200539	A12AA04	A	Alimentary tract and metabolism
STREPTOMYCIN	DRUG:STREPTOMYCIN	CHEMBL372795	A07AA54	A	Alimentary tract and metabolism
NATAMYCIN	DRUG:NATAMYCIN	CHEMBL1200656	A01AB10	A	Alimentary tract and metabolism
PHENPROCOUMON	DRUG:PHENPROCOUMON	CHEMBL1465	B01AA04	B	Blood and blood forming organs
TEGASEROD	DRUG:TEGASEROD	CHEMBL76370	A06AX06	A	Alimentary tract and metabolism
HYDROCORTISONE	DRUG:HYDROCORTISONE	CHEMBL389621	C05AA01	C	Cardiovascular system
HYDROCORTISONE	DRUG:HYDROCORTISONE	CHEMBL389621	H02AB09	H	Systemic hormonal preparations
DESOGESTREL	DRUG:DESOGESTREL	CHEMBL1533	G03AC09	G	Genito-urinary system and sex hormones
PIRITRAMIDE	DRUG:PIRITRAMIDE	CHEMBL559288	N02AC03	N	Nervous system
LIMAPROST	DRUG:LIMAPROST	CHEMBL2107456	B01AC28	B	Blood and blood forming organs
CALCIPOTRIENE	DRUG:CALCIPOTRIENE	CHEMBL1200666	D05AX02	D	Dermatologicals
CALCIPOTRIENE	DRUG:CALCIPOTRIENE	CHEMBL1200666	D05AX52	D	Dermatologicals
MYCOPHENOLIC ACID	DRUG:MYCOPHENOLIC ACID	CHEMBL866	L04AA06	L	Antineoplastic and immunomodulating agents
TECOVIRIMAT	DRUG:TECOVIRIMAT	CHEMBL1257073	J05AX24	J	Antiinfectives for systemic use
METHENAMINE	DRUG:METHENAMINE	CHEMBL1201270	J01XX05	J	Antiinfectives for systemic use
PENTOBARBITAL	DRUG:PENTOBARBITAL	CHEMBL448	N05CA01	N	Nervous system
BETAMETHASONE	DRUG:BETAMETHASONE	CHEMBL632	C05AA05	C	Cardiovascular system
SULFACETAMIDE	DRUG:SULFACETAMIDE	CHEMBL455	D10AF06	D	Dermatologicals
OXYTETRACYCLINE	DRUG:OXYTETRACYCLINE	CHEMBL1517	J01AA56	J	Antiinfectives for systemic use
SULFASALAZINE	DRUG:SULFASALAZINE	CHEMBL421	A07EC01	A	Alimentary tract and metabolism
PITAVASTATIN	DRUG:PITAVASTATIN	CHEMBL1201753	C10AA08	C	Cardiovascular system
POTASSIUM CHLORIDE	DRUG:POTASSIUM CHLORIDE	CHEMBL1200731	A12BA01	A	Alimentary tract and metabolism
FLUOROMETHOLONE	DRUG:FLUOROMETHOLONE	CHEMBL1200600	D07AB06	D	Dermatologicals
FLUOROMETHOLONE	DRUG:FLUOROMETHOLONE	CHEMBL1200600	D10AA01	D	Dermatologicals
FLUOROMETHOLONE	DRUG:FLUOROMETHOLONE	CHEMBL1200600	S01CB05	S	Sensory organs
MAGNESIUM SULFATE	DRUG:MAGNESIUM SULFATE	CHEMBL3989857	A06AD04	A	Alimentary tract and metabolism
MAGNESIUM SULFATE	DRUG:MAGNESIUM SULFATE	CHEMBL3989857	V04CC02	V	Various
DEXLANSOPRAZOLE	DRUG:DEXLANSOPRAZOLE	CHEMBL1201863	A02BC06	A	Alimentary tract and metabolism
MEBENDAZOLE	DRUG:MEBENDAZOLE	CHEMBL685	P02CA01	P	Antiparasitic products
ALECTINIB	DRUG:ALECTINIB	CHEMBL1738797	L01ED03	L	Antineoplastic and immunomodulating agents
NUSINERSEN	DRUG:NUSINERSEN	CHEMBL3301572	M09AX07	M	Musculo-skeletal system
MEDROXYPROGESTERONE ACETATE	DRUG:MEDROXYPROGESTERONE ACETATE	CHEMBL717	G03AC06	G	Genito-urinary system and sex hormones
MEDROXYPROGESTERONE ACETATE	DRUG:MEDROXYPROGESTERONE ACETATE	CHEMBL717	G03DA02	G	Genito-urinary system and sex hormones
DINUTUXIMAB	DRUG:DINUTUXIMAB	CHEMBL3137342	L01FX06	L	Antineoplastic and immunomodulating agents
DEOXYCHOLIC ACID	DRUG:DEOXYCHOLIC ACID	CHEMBL406393	D11AX24	D	Dermatologicals
ZINC SULFATE	DRUG:ZINC SULFATE	CHEMBL1200929	B05XA18	B	Blood and blood forming organs
CERLIPONASE ALFA	DRUG:CERLIPONASE ALFA	CHEMBL3544921	A16AB17	A	Alimentary tract and metabolism
LANREOTIDE	DRUG:LANREOTIDE	CHEMBL1201185	H01CB03	H	Systemic hormonal preparations
ISAVUCONAZOLE	DRUG:ISAVUCONAZOLE	CHEMBL409153	J02AC05	J	Antiinfectives for systemic use
SILVER	DRUG:SILVER	CHEMBL1230866	D08AL30	D	Dermatologicals
NIROGACESTAT	DRUG:NIROGACESTAT	CHEMBL1770916	L01XX81	L	Antineoplastic and immunomodulating agents
MARAVIROC	DRUG:MARAVIROC	CHEMBL256907	J05AX09	J	Antiinfectives for systemic use
CONESTAT ALFA	DRUG:CONESTAT ALFA	CHEMBL2108350	B06AC04	B	Blood and blood forming organs
LYSINE	DRUG:LYSINE	CHEMBL8085	B05XB03	B	Blood and blood forming organs
ORLISTAT	DRUG:ORLISTAT	CHEMBL175247	A08AB01	A	Alimentary tract and metabolism
LEVONORGESTREL	DRUG:LEVONORGESTREL	CHEMBL1389	G03AC03	G	Genito-urinary system and sex hormones
IBUDILAST	DRUG:IBUDILAST	CHEMBL19449	R03DC04	R	Respiratory system
TAPENTADOL	DRUG:TAPENTADOL	CHEMBL1201776	N02AX06	N	Nervous system
ESZOPICLONE	DRUG:ESZOPICLONE	CHEMBL1522	N05CF04	N	Nervous system
DEXTROSE	DRUG:DEXTROSE	CHEMBL1222250	V06DC01	V	Various
TESAMORELIN	DRUG:TESAMORELIN	CHEMBL1237026	H01AC06	H	Systemic hormonal preparations
MORPHINE	DRUG:MORPHINE	CHEMBL70	N02AA01	N	Nervous system
ORPHENADRINE	DRUG:ORPHENADRINE	CHEMBL900	M03BC51	M	Musculo-skeletal system
SPIRAMYCIN	DRUG:SPIRAMYCIN	CHEMBL453514	J01FA02	J	Antiinfectives for systemic use
RACECADOTRIL	DRUG:RACECADOTRIL	CHEMBL2103772	A07XA04	A	Alimentary tract and metabolism
TROFOSFAMIDE	DRUG:TROFOSFAMIDE	CHEMBL462019	L01AA07	L	Antineoplastic and immunomodulating agents
PIRIBEDIL	DRUG:PIRIBEDIL	CHEMBL1371770	N04BC08	N	Nervous system
IVOSIDENIB	DRUG:IVOSIDENIB	CHEMBL3989958	L01XM02	L	Antineoplastic and immunomodulating agents
TAPINAROF	DRUG:TAPINAROF	CHEMBL259571	D05AX07	D	Dermatologicals
