id	name	category
AE:Anaplastic thyroid cancer	Anaplastic thyroid cancer	AdverseEvent
AE:Anastomotic complication	Anastomotic complication	AdverseEvent
AE:Anastomotic fistula	Anastomotic fistula	AdverseEvent
AE:Anastomotic haemorrhage	Anastomotic haemorrhage	AdverseEvent
AE:Anastomotic infection	Anastomotic infection	AdverseEvent
AE:Anastomotic leak	Anastomotic leak	AdverseEvent
AE:Anastomotic stenosis	Anastomotic stenosis	AdverseEvent
AE:Anastomotic ulcer	Anastomotic ulcer	AdverseEvent
AE:Anastomotic ulcer haemorrhage	Anastomotic ulcer haemorrhage	AdverseEvent
AE:Androgen deficiency	Androgen deficiency	AdverseEvent
AE:Androgenetic alopecia	Androgenetic alopecia	AdverseEvent
AE:Androgens abnormal	Androgens abnormal	AdverseEvent
AE:Anembryonic gestation	Anembryonic gestation	AdverseEvent
AE:Anencephaly	Anencephaly	AdverseEvent
AE:Aneurysm	Aneurysm	AdverseEvent
AE:Aneurysm ruptured	Aneurysm ruptured	AdverseEvent
AE:Anger	Anger	AdverseEvent
AE:Angina bullosa haemorrhagica	Angina bullosa haemorrhagica	AdverseEvent
AE:Angina pectoris	Angina pectoris	AdverseEvent
AE:Angina unstable	Angina unstable	AdverseEvent
AE:Angiocardiogram	Angiocardiogram	AdverseEvent
AE:Angiocentric lymphoma	Angiocentric lymphoma	AdverseEvent
AE:Angiodermatitis	Angiodermatitis	AdverseEvent
AE:Angiodysplasia	Angiodysplasia	AdverseEvent
AE:Angioedema	Angioedema	AdverseEvent
AE:Angiofibroma	Angiofibroma	AdverseEvent
AE:Angiogram	Angiogram	AdverseEvent
AE:Angioimmunoblastic T-cell lymphoma	Angioimmunoblastic T-cell lymphoma	AdverseEvent
AE:Angioimmunoblastic T-cell lymphoma stage IV	Angioimmunoblastic T-cell lymphoma stage IV	AdverseEvent
AE:Angiokeratoma	Angiokeratoma	AdverseEvent
AE:Angiolymphoid hyperplasia with eosinophilia	Angiolymphoid hyperplasia with eosinophilia	AdverseEvent
AE:Angiomyolipoma	Angiomyolipoma	AdverseEvent
AE:Angiopathy	Angiopathy	AdverseEvent
AE:Angioplasty	Angioplasty	AdverseEvent
AE:Angiosarcoma	Angiosarcoma	AdverseEvent
AE:Angiosarcoma metastatic	Angiosarcoma metastatic	AdverseEvent
AE:Angle closure glaucoma	Angle closure glaucoma	AdverseEvent
AE:Angular cheilitis	Angular cheilitis	AdverseEvent
AE:Anhedonia	Anhedonia	AdverseEvent
AE:Anhidrosis	Anhidrosis	AdverseEvent
AE:Animal bite	Animal bite	AdverseEvent
AE:Animal scratch	Animal scratch	AdverseEvent
AE:Anion gap	Anion gap	AdverseEvent
AE:Anion gap abnormal	Anion gap abnormal	AdverseEvent
AE:Anion gap decreased	Anion gap decreased	AdverseEvent
AE:Anion gap increased	Anion gap increased	AdverseEvent
AE:Anisocoria	Anisocoria	AdverseEvent
AE:Anisocytosis	Anisocytosis	AdverseEvent
AE:Anisometropia	Anisometropia	AdverseEvent
AE:Ankle arthroplasty	Ankle arthroplasty	AdverseEvent
AE:Ankle deformity	Ankle deformity	AdverseEvent
AE:Ankle fracture	Ankle fracture	AdverseEvent
AE:Ankle operation	Ankle operation	AdverseEvent
AE:Ankyloglossia congenital	Ankyloglossia congenital	AdverseEvent
AE:Ankylosing spondylitis	Ankylosing spondylitis	AdverseEvent
AE:Anogenital dysplasia	Anogenital dysplasia	AdverseEvent
AE:Anogenital warts	Anogenital warts	AdverseEvent
AE:Anomalous pulmonary venous connection	Anomalous pulmonary venous connection	AdverseEvent
AE:Anomaly of external ear congenital	Anomaly of external ear congenital	AdverseEvent
AE:Anorectal discomfort	Anorectal discomfort	AdverseEvent
AE:Anorectal disorder	Anorectal disorder	AdverseEvent
AE:Anorectal infection	Anorectal infection	AdverseEvent
AE:Anorectal malformation	Anorectal malformation	AdverseEvent
AE:Anorectal operation	Anorectal operation	AdverseEvent
AE:Anorectal swelling	Anorectal swelling	AdverseEvent
AE:Anorectal ulcer	Anorectal ulcer	AdverseEvent
AE:Anorexia nervosa	Anorexia nervosa	AdverseEvent
AE:Anorgasmia	Anorgasmia	AdverseEvent
AE:Anosmia	Anosmia	AdverseEvent
AE:Anosognosia	Anosognosia	AdverseEvent
AE:Anovulatory cycle	Anovulatory cycle	AdverseEvent
AE:Anoxia	Anoxia	AdverseEvent
AE:Antacid therapy	Antacid therapy	AdverseEvent
AE:Antemortem blood drug level abnormal	Antemortem blood drug level abnormal	AdverseEvent
AE:Anterior chamber cell	Anterior chamber cell	AdverseEvent
AE:Anterior chamber disorder	Anterior chamber disorder	AdverseEvent
AE:Anterior chamber fibrin	Anterior chamber fibrin	AdverseEvent
AE:Anterior chamber flare	Anterior chamber flare	AdverseEvent
AE:Anterior chamber inflammation	Anterior chamber inflammation	AdverseEvent
AE:Anterior displaced anus	Anterior displaced anus	AdverseEvent
AE:Anterior spinal artery syndrome	Anterior spinal artery syndrome	AdverseEvent
AE:Anterograde amnesia	Anterograde amnesia	AdverseEvent
AE:Anti A antibody positive	Anti A antibody positive	AdverseEvent
AE:Anti factor IX antibody positive	Anti factor IX antibody positive	AdverseEvent
AE:Anti factor V antibody	Anti factor V antibody	AdverseEvent
AE:Anti factor VIII antibody increased	Anti factor VIII antibody increased	AdverseEvent
AE:Anti factor VIII antibody positive	Anti factor VIII antibody positive	AdverseEvent
AE:Anti factor VIII antibody test	Anti factor VIII antibody test	AdverseEvent
AE:Anti-GAD antibody positive	Anti-GAD antibody positive	AdverseEvent
AE:Anti-JC virus antibody index	Anti-JC virus antibody index	AdverseEvent
AE:Anti-Muellerian hormone level decreased	Anti-Muellerian hormone level decreased	AdverseEvent
AE:Anti-cyclic citrullinated peptide antibody	Anti-cyclic citrullinated peptide antibody	AdverseEvent
AE:Anti-cyclic citrullinated peptide antibody positive	Anti-cyclic citrullinated peptide antibody positive	AdverseEvent
AE:Anti-erythrocyte antibody positive	Anti-erythrocyte antibody positive	AdverseEvent
AE:Anti-erythropoietin antibody negative	Anti-erythropoietin antibody negative	AdverseEvent
AE:Anti-erythropoietin antibody positive	Anti-erythropoietin antibody positive	AdverseEvent
AE:Anti-insulin antibody	Anti-insulin antibody	AdverseEvent
AE:Anti-insulin antibody increased	Anti-insulin antibody increased	AdverseEvent
AE:Anti-insulin antibody positive	Anti-insulin antibody positive	AdverseEvent
AE:Anti-interferon antibody positive	Anti-interferon antibody positive	AdverseEvent
AE:Anti-neutrophil cytoplasmic antibody positive vasculitis	Anti-neutrophil cytoplasmic antibody positive vasculitis	AdverseEvent
AE:Anti-platelet antibody positive	Anti-platelet antibody positive	AdverseEvent
AE:Anti-platelet factor 4 antibody positive	Anti-platelet factor 4 antibody positive	AdverseEvent
AE:Anti-thyroid antibody	Anti-thyroid antibody	AdverseEvent
AE:Anti-thyroid antibody increased	Anti-thyroid antibody increased	AdverseEvent
AE:Anti-thyroid antibody positive	Anti-thyroid antibody positive	AdverseEvent
AE:Antibiotic level above therapeutic	Antibiotic level above therapeutic	AdverseEvent
AE:Antibiotic level below therapeutic	Antibiotic level below therapeutic	AdverseEvent
AE:Antibiotic therapy	Antibiotic therapy	AdverseEvent
AE:Antibody test	Antibody test	AdverseEvent
AE:Antibody test abnormal	Antibody test abnormal	AdverseEvent
AE:Antibody test negative	Antibody test negative	AdverseEvent
AE:Antibody test positive	Antibody test positive	AdverseEvent
AE:Anticholinergic syndrome	Anticholinergic syndrome	AdverseEvent
AE:Anticipatory anxiety	Anticipatory anxiety	AdverseEvent
AE:Anticoagulant therapy	Anticoagulant therapy	AdverseEvent
AE:Anticoagulant-related nephropathy	Anticoagulant-related nephropathy	AdverseEvent
AE:Anticoagulation drug level abnormal	Anticoagulation drug level abnormal	AdverseEvent
AE:Anticoagulation drug level above therapeutic	Anticoagulation drug level above therapeutic	AdverseEvent
AE:Anticoagulation drug level below therapeutic	Anticoagulation drug level below therapeutic	AdverseEvent
AE:Anticoagulation drug level decreased	Anticoagulation drug level decreased	AdverseEvent
AE:Anticoagulation drug level increased	Anticoagulation drug level increased	AdverseEvent
AE:Anticonvulsant drug level abnormal	Anticonvulsant drug level abnormal	AdverseEvent
AE:Anticonvulsant drug level above therapeutic	Anticonvulsant drug level above therapeutic	AdverseEvent
AE:Anticonvulsant drug level below therapeutic	Anticonvulsant drug level below therapeutic	AdverseEvent
AE:Anticonvulsant drug level decreased	Anticonvulsant drug level decreased	AdverseEvent
AE:Anticonvulsant drug level increased	Anticonvulsant drug level increased	AdverseEvent
AE:Antidepressant discontinuation syndrome	Antidepressant discontinuation syndrome	AdverseEvent
AE:Antidepressant drug level above therapeutic	Antidepressant drug level above therapeutic	AdverseEvent
AE:Antidepressant drug level increased	Antidepressant drug level increased	AdverseEvent
AE:Antimicrobial susceptibility test resistant	Antimicrobial susceptibility test resistant	AdverseEvent
AE:Antineutrophil cytoplasmic antibody	Antineutrophil cytoplasmic antibody	AdverseEvent
AE:Antineutrophil cytoplasmic antibody positive	Antineutrophil cytoplasmic antibody positive	AdverseEvent
AE:Antinuclear antibody	Antinuclear antibody	AdverseEvent
AE:Antinuclear antibody increased	Antinuclear antibody increased	AdverseEvent
AE:Antinuclear antibody negative	Antinuclear antibody negative	AdverseEvent
AE:Antinuclear antibody positive	Antinuclear antibody positive	AdverseEvent
AE:Antiphospholipid antibodies	Antiphospholipid antibodies	AdverseEvent
AE:Antiphospholipid antibodies positive	Antiphospholipid antibodies positive	AdverseEvent
AE:Antiphospholipid syndrome	Antiphospholipid syndrome	AdverseEvent
AE:Antipsychotic drug level above therapeutic	Antipsychotic drug level above therapeutic	AdverseEvent
AE:Antipsychotic drug level below therapeutic	Antipsychotic drug level below therapeutic	AdverseEvent
AE:Antipsychotic drug level decreased	Antipsychotic drug level decreased	AdverseEvent
AE:Antipsychotic drug level increased	Antipsychotic drug level increased	AdverseEvent
AE:Antisocial behaviour	Antisocial behaviour	AdverseEvent
AE:Antisocial personality disorder	Antisocial personality disorder	AdverseEvent
AE:Antisynthetase syndrome	Antisynthetase syndrome	AdverseEvent
AE:Antithrombin III	Antithrombin III	AdverseEvent
AE:Antithrombin III decreased	Antithrombin III decreased	AdverseEvent
AE:Antiviral drug level above therapeutic	Antiviral drug level above therapeutic	AdverseEvent
AE:Anuria	Anuria	AdverseEvent
AE:Anxiety	Anxiety	AdverseEvent
AE:Anxiety disorder	Anxiety disorder	AdverseEvent
AE:Anxiety disorder due to a general medical condition	Anxiety disorder due to a general medical condition	AdverseEvent
AE:Anxiolytic therapy	Anxiolytic therapy	AdverseEvent
AE:Aorta hypoplasia	Aorta hypoplasia	AdverseEvent
AE:Aortic aneurysm	Aortic aneurysm	AdverseEvent
AE:Aortic aneurysm rupture	Aortic aneurysm rupture	AdverseEvent
AE:Aortic arteriosclerosis	Aortic arteriosclerosis	AdverseEvent
AE:Aortic bruit	Aortic bruit	AdverseEvent
AE:Aortic calcification	Aortic calcification	AdverseEvent
AE:Aortic dilatation	Aortic dilatation	AdverseEvent
AE:Aortic disorder	Aortic disorder	AdverseEvent
AE:Aortic dissection	Aortic dissection	AdverseEvent
AE:Aortic intramural haematoma	Aortic intramural haematoma	AdverseEvent
AE:Aortic occlusion	Aortic occlusion	AdverseEvent
AE:Aortic pseudoaneurysm	Aortic pseudoaneurysm	AdverseEvent
AE:Aortic rupture	Aortic rupture	AdverseEvent
AE:Aortic stenosis	Aortic stenosis	AdverseEvent
AE:Aortic thrombosis	Aortic thrombosis	AdverseEvent
AE:Aortic valve calcification	Aortic valve calcification	AdverseEvent
AE:Aortic valve disease	Aortic valve disease	AdverseEvent
AE:Aortic valve incompetence	Aortic valve incompetence	AdverseEvent
AE:Aortic valve prolapse	Aortic valve prolapse	AdverseEvent
AE:Aortic valve replacement	Aortic valve replacement	AdverseEvent
AE:Aortic valve sclerosis	Aortic valve sclerosis	AdverseEvent
AE:Aortic valve stenosis	Aortic valve stenosis	AdverseEvent
AE:Aortic valve thickening	Aortic valve thickening	AdverseEvent
AE:Aortic wall hypertrophy	Aortic wall hypertrophy	AdverseEvent
AE:Aortitis	Aortitis	AdverseEvent
AE:Aortoenteric fistula	Aortoenteric fistula	AdverseEvent
AE:Apallic syndrome	Apallic syndrome	AdverseEvent
AE:Apathy	Apathy	AdverseEvent
AE:Apgar score low	Apgar score low	AdverseEvent
AE:Aphagia	Aphagia	AdverseEvent
AE:Aphantasia	Aphantasia	AdverseEvent
AE:Aphasia	Aphasia	AdverseEvent
AE:Aphonia	Aphonia	AdverseEvent
AE:Aphthous stomatitis	Aphthous stomatitis	AdverseEvent
AE:Aphthous ulcer	Aphthous ulcer	AdverseEvent
AE:Aplasia	Aplasia	AdverseEvent
AE:Aplasia cutis congenita	Aplasia cutis congenita	AdverseEvent
AE:Aplasia pure red cell	Aplasia pure red cell	AdverseEvent
AE:Aplastic anaemia	Aplastic anaemia	AdverseEvent
AE:Apnoea	Apnoea	AdverseEvent
AE:Apnoea neonatal	Apnoea neonatal	AdverseEvent
AE:Apnoeic attack	Apnoeic attack	AdverseEvent
AE:Apoptosis	Apoptosis	AdverseEvent
AE:Apoptotic colonopathy	Apoptotic colonopathy	AdverseEvent
AE:Apparent death	Apparent death	AdverseEvent
AE:Apparent mineralocorticoid excess	Apparent mineralocorticoid excess	AdverseEvent
AE:Appendiceal abscess	Appendiceal abscess	AdverseEvent
AE:Appendicectomy	Appendicectomy	AdverseEvent
AE:Appendicitis	Appendicitis	AdverseEvent
AE:Appendicitis perforated	Appendicitis perforated	AdverseEvent
AE:Appendicolith	Appendicolith	AdverseEvent
AE:Appendix cancer	Appendix cancer	AdverseEvent
AE:Appendix disorder	Appendix disorder	AdverseEvent
AE:Appetite disorder	Appetite disorder	AdverseEvent
AE:Application site acne	Application site acne	AdverseEvent
AE:Application site bruise	Application site bruise	AdverseEvent
AE:Application site burn	Application site burn	AdverseEvent
AE:Application site dermatitis	Application site dermatitis	AdverseEvent
AE:Application site discharge	Application site discharge	AdverseEvent
AE:Application site discolouration	Application site discolouration	AdverseEvent
AE:Application site discomfort	Application site discomfort	AdverseEvent
AE:Application site dryness	Application site dryness	AdverseEvent
AE:Application site erosion	Application site erosion	AdverseEvent
AE:Application site erythema	Application site erythema	AdverseEvent
AE:Application site exfoliation	Application site exfoliation	AdverseEvent
AE:Application site extravasation	Application site extravasation	AdverseEvent
AE:Application site folliculitis	Application site folliculitis	AdverseEvent
AE:Application site haematoma	Application site haematoma	AdverseEvent
AE:Application site haemorrhage	Application site haemorrhage	AdverseEvent
AE:Application site hypersensitivity	Application site hypersensitivity	AdverseEvent
AE:Application site hypoaesthesia	Application site hypoaesthesia	AdverseEvent
AE:Application site induration	Application site induration	AdverseEvent
AE:Application site infection	Application site infection	AdverseEvent
AE:Application site inflammation	Application site inflammation	AdverseEvent
AE:Application site injury	Application site injury	AdverseEvent
AE:Application site irritation	Application site irritation	AdverseEvent
AE:Application site laceration	Application site laceration	AdverseEvent
AE:Application site mass	Application site mass	AdverseEvent
AE:Application site odour	Application site odour	AdverseEvent
AE:Application site oedema	Application site oedema	AdverseEvent
AE:Application site pain	Application site pain	AdverseEvent
AE:Application site papules	Application site papules	AdverseEvent
AE:Application site paraesthesia	Application site paraesthesia	AdverseEvent
AE:Application site perspiration	Application site perspiration	AdverseEvent
AE:Application site pruritus	Application site pruritus	AdverseEvent
AE:Application site pustules	Application site pustules	AdverseEvent
AE:Application site rash	Application site rash	AdverseEvent
AE:Application site reaction	Application site reaction	AdverseEvent
AE:Application site scab	Application site scab	AdverseEvent
AE:Application site scar	Application site scar	AdverseEvent
AE:Application site swelling	Application site swelling	AdverseEvent
AE:Application site ulcer	Application site ulcer	AdverseEvent
AE:Application site urticaria	Application site urticaria	AdverseEvent
AE:Application site vesicles	Application site vesicles	AdverseEvent
AE:Application site warmth	Application site warmth	AdverseEvent
AE:Apraxia	Apraxia	AdverseEvent
AE:Aptyalism	Aptyalism	AdverseEvent
AE:Aqueous fibrin	Aqueous fibrin	AdverseEvent
AE:Arachnodactyly	Arachnodactyly	AdverseEvent
AE:Arachnoid cyst	Arachnoid cyst	AdverseEvent
AE:Arachnoiditis	Arachnoiditis	AdverseEvent
AE:Areflexia	Areflexia	AdverseEvent
AE:Arnold-Chiari malformation	Arnold-Chiari malformation	AdverseEvent
AE:Arrested labour	Arrested labour	AdverseEvent
AE:Arrhythmia	Arrhythmia	AdverseEvent
AE:Arrhythmia induced cardiomyopathy	Arrhythmia induced cardiomyopathy	AdverseEvent
AE:Arrhythmia neonatal	Arrhythmia neonatal	AdverseEvent
AE:Arrhythmia supraventricular	Arrhythmia supraventricular	AdverseEvent
AE:Arrhythmic storm	Arrhythmic storm	AdverseEvent
AE:Arterial disorder	Arterial disorder	AdverseEvent
AE:Arterial haemorrhage	Arterial haemorrhage	AdverseEvent
AE:Arterial injury	Arterial injury	AdverseEvent
AE:Arterial insufficiency	Arterial insufficiency	AdverseEvent
AE:Arterial intramural haematoma	Arterial intramural haematoma	AdverseEvent
AE:Arterial occlusive disease	Arterial occlusive disease	AdverseEvent
AE:Arterial restenosis	Arterial restenosis	AdverseEvent
AE:Arterial rupture	Arterial rupture	AdverseEvent
AE:Arterial spasm	Arterial spasm	AdverseEvent
AE:Arterial stenosis	Arterial stenosis	AdverseEvent
AE:Arterial stiffness	Arterial stiffness	AdverseEvent
AE:Arterial therapeutic procedure	Arterial therapeutic procedure	AdverseEvent
AE:Arterial thrombosis	Arterial thrombosis	AdverseEvent
AE:Arteriogram coronary	Arteriogram coronary	AdverseEvent
AE:Arteriosclerosis	Arteriosclerosis	AdverseEvent
AE:Arteriosclerosis coronary artery	Arteriosclerosis coronary artery	AdverseEvent
AE:Arteriospasm coronary	Arteriospasm coronary	AdverseEvent
AE:Arteriovenous fistula	Arteriovenous fistula	AdverseEvent
AE:Arteriovenous fistula occlusion	Arteriovenous fistula occlusion	AdverseEvent
AE:Arteriovenous fistula operation	Arteriovenous fistula operation	AdverseEvent
AE:Arteriovenous fistula site complication	Arteriovenous fistula site complication	AdverseEvent
AE:Arteriovenous fistula site haemorrhage	Arteriovenous fistula site haemorrhage	AdverseEvent
